"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","1996","1996",1.66231,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","1998","1998",1.51356,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2000","2000",1.5732,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2002","2002",1.74749,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2004","2004",1.84902,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2006","2006",2.18011,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2008","2008",2.39995,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2010","2010",2.37075,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2011","2011",2.23484,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2013","2013",2.17843,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2015","2015",1.92071,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2017","2017",1.87977,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2019","2019",1.82892,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1996","1996",1.58077,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1997","1997",1.65491,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1998","1998",1.73155,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1999","1999",1.84537,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2000","2000",1.88602,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2001","2001",1.9921,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2002","2002",2.06598,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2003","2003",2.17456,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2004","2004",2.16612,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2005","2005",2.37324,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2006","2006",2.35923,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2007","2007",2.41843,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2008","2008",2.56945,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2009","2009",2.59674,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2010","2010",2.7261,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2011","2011",2.66868,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2012","2012",2.91472,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2013","2013",2.95492,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2014","2014",3.08429,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2015","2015",3.04969,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2016","2016",3.11655,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2017","2017",3.05656,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2018","2018",3.09182,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2019","2019",3.13247,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2020","2020",3.20149,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2021","2021",3.25632,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1996","1996",1.74299,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1997","1997",1.80971,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1998","1998",1.83825,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1999","1999",1.90565,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2000","2000",1.93619,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2001","2001",2.03279,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2002","2002",1.90325,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2003","2003",1.84119,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2004","2004",1.8205,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2005","2005",1.79061,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2006","2006",1.82269,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2007","2007",1.84999,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2008","2008",1.93684,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2009","2009",1.9986,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2010","2010",2.06188,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2011","2011",2.17332,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2012","2012",2.28114,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2013","2013",2.33073,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2014","2014",2.37002,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2015","2015",2.42817,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2016","2016",2.52338,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2017","2017",2.66666,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2018","2018",2.86018,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2019","2019",3.1566,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2020","2020",3.39697,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2021","2021",3.42979,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1996","1996",1.60682,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1997","1997",1.61386,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1998","1998",1.71051,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1999","1999",1.74985,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2000","2000",1.85848,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2001","2001",2.02117,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2002","2002",1.97171,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2003","2003",1.96781,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2004","2004",1.99734,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2005","2005",1.97127,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2006","2006",1.94304,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2007","2007",1.90358,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2008","2008",1.85578,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2009","2009",1.91742,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2010","2010",1.82528,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2011","2011",1.78714,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2012","2012",1.77232,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2013","2013",1.7054,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2014","2014",1.71417,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2015","2015",1.69324,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2016","2016",1.72903,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2017","2017",1.68702,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2018","2018",1.7372,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2019","2019",1.75573,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2020","2020",1.89484,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2021","2021",1.69727,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1996","1996",0.88912,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1997","1997",0.98819,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1998","1998",1.06022,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1999","1999",1.04957,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2000","2000",1.10997,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2001","2001",1.09871,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2002","2002",1.09819,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2003","2003",1.1421,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2004","2004",1.13935,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2005","2005",1.161,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2006","2006",1.22542,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2007","2007",1.29572,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2008","2008",1.23358,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2009","2009",1.28656,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2010","2010",1.3267,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2011","2011",1.54477,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2012","2012",1.76967,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2013","2013",1.87924,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2014","2014",1.95833,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2015","2015",1.91689,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2016","2016",1.67003,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2017","2017",1.76855,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2018","2018",1.89906,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2019","2019",1.92734,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2020","2020",1.98599,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2021","2021",1.99601,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1996","1996",1.80667,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1997","1997",1.88914,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1998","1998",2.00619,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1999","1999",2.12764,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2000","2000",2.1862,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2001","2001",2.32466,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2002","2002",2.44145,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2003","2003",2.51085,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2004","2004",2.41916,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2005","2005",2.39337,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2006","2006",2.403,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2007","2007",2.51541,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2008","2008",2.77346,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2009","2009",3.05514,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2010","2010",2.91707,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2011","2011",2.94465,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2012","2012",2.98125,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2013","2013",2.97048,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2014","2014",2.91409,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2015","2015",3.05497,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2016","2016",3.09283,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2017","2017",2.93124,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2018","2018",2.96603,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2019","2019",2.89685,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2020","2020",2.96873,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2021","2021",2.81262,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1996","1996",2.45256,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1997","1997",2.62158,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1998","1998",2.78442,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1999","1999",3.05619,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2000","2000",3.24138,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2001","2001",3.19372,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2002","2002",3.25308,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2003","2003",3.29822,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2004","2004",3.30907,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2005","2005",3.3237,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2006","2006",3.33215,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2007","2007",3.33704,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2008","2008",3.53697,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2009","2009",3.73402,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2010","2010",3.70532,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2011","2011",3.61806,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2012","2012",3.39832,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2013","2013",3.27137,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2014","2014",3.14751,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2015","2015",2.87196,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2016","2016",2.72442,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2017","2017",2.72787,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2018","2018",2.75749,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2019","2019",2.79961,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2020","2020",2.91243,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2021","2021",2.98934,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1996","1996",2.2228,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1997","1997",2.14699,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1998","1998",2.09476,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1999","1999",2.10767,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2000","2000",2.09346,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2001","2001",2.13804,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2002","2002",2.17449,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2003","2003",2.11994,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2004","2004",2.09461,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2005","2005",2.05151,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2006","2006",2.05094,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2007","2007",2.02451,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2008","2008",2.06117,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2009","2009",2.21207,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2010","2010",2.17857,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2011","2011",2.19161,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2012","2012",2.22707,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2013","2013",2.23703,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2014","2014",2.27592,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2015","2015",2.22702,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2016","2016",2.22238,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2017","2017",2.19888,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2018","2018",2.19666,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2019","2019",2.19179,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2020","2020",2.28189,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2021","2021",2.21918,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1996","1996",2.14461,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1997","1997",2.18832,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1998","1998",2.21613,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1999","1999",2.34779,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2000","2000",2.40982,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2001","2001",2.40437,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2002","2002",2.43622,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2003","2003",2.47461,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2004","2004",2.43519,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2005","2005",2.44193,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2006","2006",2.47232,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2007","2007",2.46048,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2008","2008",2.61513,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2009","2009",2.74266,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2010","2010",2.73024,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2011","2011",2.80555,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2012","2012",2.88166,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2013","2013",2.83599,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2014","2014",2.87784,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2015","2015",2.93379,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2016","2016",2.94039,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2017","2017",3.0471,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2018","2018",3.11011,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2019","2019",3.16779,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2020","2020",3.12979,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2021","2021",3.14246,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","1997","1997",0.4291,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","1999","1999",0.56823,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2001","2001",0.55948,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2003","2003",0.54654,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2004","2004",0.5273,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2005","2005",0.57896,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2006","2006",0.56118,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2007","2007",0.57655,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2008","2008",0.66183,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2009","2009",0.62557,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2010","2010",0.60347,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2011","2011",0.68426,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2012","2012",0.71005,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2013","2013",0.81478,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2014","2014",0.83998,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2015","2015",0.96605,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2016","2016",1.00529,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2017","2017",1.15228,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2018","2018",1.21371,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2019","2019",1.27496,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2020","2020",1.50793,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2021","2021",1.45642,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1996","1996",0.63027,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1997","1997",0.69895,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1998","1998",0.65711,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1999","1999",0.67186,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2000","2000",0.79096,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2001","2001",0.9131,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2002","2002",0.98355,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2003","2003",0.91883,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2004","2004",0.8599,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2005","2005",0.91951,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2006","2006",0.9774,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2007","2007",0.95445,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2008","2008",0.97757,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2009","2009",1.12802,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2010","2010",1.12865,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2011","2011",1.17925,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2012","2012",1.25423,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2013","2013",1.3841,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2014","2014",1.3446,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2015","2015",1.33959,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2016","2016",1.17987,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2017","2017",1.31702,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2018","2018",1.50775,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2019","2019",1.47291,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2020","2020",1.59315,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2021","2021",1.6423,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1997","1997",1.79808,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1998","1998",1.95099,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1999","1999",2.23506,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2000","2000",2.57201,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2001","2001",2.83989,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2002","2002",2.8212,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2003","2003",2.7055,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2005","2005",2.67969,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2006","2006",2.85266,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2007","2007",2.53294,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2008","2008",2.46414,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2009","2009",2.59713,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2011","2011",2.40367,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2013","2013",1.69238,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2014","2014",1.93616,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2015","2015",2.18132,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2016","2016",2.11011,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2017","2017",2.08413,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2018","2018",2.00081,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2019","2019",2.34165,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2020","2020",2.49069,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2021","2021",2.80542,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1996","1996",1.27156,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1997","1997",1.24271,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1998","1998",1.20801,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1999","1999",1.15141,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2000","2000",1.08383,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2001","2001",1.05194,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2002","2002",1.05575,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2003","2003",1.12435,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2004","2004",1.17778,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2005","2005",1.19197,,
