"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2019","2019",0.17854,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2020","2020",0.2092,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARM","Armenia","2021","2021",0.20583,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","1996","1996",0.23533,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","1997","1997",0.3695,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","1998","1998",0.42125,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","1999","1999",0.39289,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2000","2000",0.336,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2001","2001",0.34001,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2002","2002",0.30155,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2003","2003",0.32496,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2004","2004",0.29831,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2005","2005",0.21994,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2006","2006",0.17165,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2007","2007",0.17006,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2008","2008",0.16554,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2009","2009",0.24976,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2010","2010",0.21848,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2011","2011",0.21084,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2012","2012",0.21427,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2013","2013",0.20969,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2014","2014",0.20978,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2015","2015",0.22232,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2016","2016",0.20637,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2017","2017",0.18468,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2018","2018",0.18416,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2019","2019",0.20013,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2020","2020",0.2239,,
"EXPGDP_TOT","GERD as a percentage of GDP","AZE","Azerbaijan","2021","2021",0.20836,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","1996","1996",0.99852,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","1997","1997",0.73,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","1998","1998",0.70578,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","1999","1999",0.84523,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2000","2000",0.7221,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2001","2001",0.70876,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2002","2002",0.6209,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2003","2003",0.61147,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2004","2004",0.62759,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2005","2005",0.67852,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2006","2006",0.66065,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2007","2007",0.96203,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2008","2008",0.74147,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2009","2009",0.62167,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2010","2010",0.66913,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2011","2011",0.6776,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2012","2012",0.64603,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2013","2013",0.65191,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2014","2014",0.50548,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2015","2015",0.49999,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2016","2016",0.50063,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2017","2017",0.58411,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2018","2018",0.60443,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2019","2019",0.57733,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2020","2020",0.53901,,
"EXPGDP_TOT","GERD as a percentage of GDP","BLR","Belarus","2021","2021",0.45981,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","1997","1997",0.05885,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2007","2007",0.16026,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2008","2008",0.16848,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2009","2009",0.18235,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2010","2010",0.1805,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2011","2011",0.26195,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2012","2012",0.23355,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2013","2013",0.1963,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2014","2014",0.19083,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2015","2015",0.19507,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2018","2018",0.22851,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2019","2019",0.26451,,
"EXPGDP_TOT","GERD as a percentage of GDP","BMU","Bermuda","2020","2020",0.22546,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","1996","1996",0.32544,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","1997","1997",0.31577,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","1998","1998",0.29495,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","1999","1999",0.29836,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","2000","2000",0.28744,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","2001","2001",0.29358,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","2002","2002",0.27663,,
"EXPGDP_TOT","GERD as a percentage of GDP","BOL","Bolivia (Plurinational State of)","2009","2009",0.157,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2000","2000",1.04751,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2001","2001",1.06198,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2002","2002",1.00968,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2003","2003",0.99939,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2004","2004",0.96343,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2005","2005",1.00246,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2006","2006",0.98807,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2007","2007",1.08138,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2008","2008",1.12904,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2009","2009",1.11866,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2010","2010",1.15992,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2011","2011",1.13966,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2012","2012",1.12684,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2013","2013",1.19567,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2014","2014",1.26971,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2015","2015",1.37093,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2016","2016",1.28637,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2017","2017",1.1175,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2018","2018",1.16769,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2019","2019",1.21096,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRA","Brazil","2020","2020",1.14526,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2002","2002",0.01592,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2003","2003",0.01842,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2004","2004",0.03701,,
"EXPGDP_TOT","GERD as a percentage of GDP","BRN","Brunei Darussalam","2018","2018",0.27763,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","1996","1996",0.41826,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","1997","1997",0.46548,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","1998","1998",0.48223,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","1999","1999",0.53688,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2000","2000",0.49517,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2001","2001",0.44709,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2002","2002",0.46473,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2003","2003",0.47222,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2004","2004",0.47086,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2005","2005",0.44269,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2006","2006",0.44216,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2007","2007",0.43003,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2008","2008",0.44731,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2009","2009",0.49338,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2010","2010",0.56307,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2011","2011",0.52951,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2012","2012",0.60036,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2013","2013",0.63433,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2014","2014",0.79005,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2015","2015",0.94917,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2016","2016",0.76976,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2017","2017",0.73995,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2018","2018",0.75379,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2019","2019",0.83236,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2020","2020",0.84924,,
"EXPGDP_TOT","GERD as a percentage of GDP","BGR","Bulgaria","2021","2021",0.7726,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","1996","1996",0.15834,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","1997","1997",0.18104,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2001","2001",0.16816,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2002","2002",0.30111,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2003","2003",0.24112,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2004","2004",0.21514,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2005","2005",0.15166,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2007","2007",0.09836,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2008","2008",0.16568,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2009","2009",0.17787,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2014","2014",0.19719,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2017","2017",0.61361,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2019","2019",0.17278,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2020","2020",0.24824,,
"EXPGDP_TOT","GERD as a percentage of GDP","BFA","Burkina Faso","2021","2021",0.25006,,
"EXPGDP_TOT","GERD as a percentage of GDP","KHM","Cambodia","2002","2002",0.0498,"+","National Estimation"
"EXPGDP_TOT","GERD as a percentage of GDP","KHM","Cambodia","2015","2015",0.11823,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","1996","1996",0.56324,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","1997","1997",0.63873,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","1998","1998",0.64689,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","1999","1999",0.74963,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2000","2000",0.89316,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2001","2001",0.94033,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2002","2002",1.05786,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2003","2003",1.12037,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2004","2004",1.21498,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2005","2005",1.30792,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2006","2006",1.36854,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2007","2007",1.37369,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2008","2008",1.44592,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2009","2009",1.6648,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2010","2010",1.71372,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2011","2011",1.78034,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2012","2012",1.91214,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2013","2013",1.99786,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2014","2014",2.02243,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2015","2015",2.05701,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2016","2016",2.10033,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2017","2017",2.11603,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2018","2018",2.14058,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2019","2019",2.24463,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2020","2020",2.40666,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHN","China","2021","2021",2.4326,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2000","2000",0.13106,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2001","2001",0.1329,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2002","2002",0.15559,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2003","2003",0.17398,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2004","2004",0.16964,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2005","2005",0.16557,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2006","2006",0.16427,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2007","2007",0.18307,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2008","2008",0.19541,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2009","2009",0.19351,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2010","2010",0.19358,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2011","2011",0.19842,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2012","2012",0.22116,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2013","2013",0.25761,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2014","2014",0.30317,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2015","2015",0.36542,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2016","2016",0.27051,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2017","2017",0.26109,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2018","2018",0.31233,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2019","2019",0.32201,,
"EXPGDP_TOT","GERD as a percentage of GDP","COL","Colombia","2020","2020",0.28961,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","1996","1996",0.30221,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","1997","1997",0.29569,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","1998","1998",0.26526,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","1999","1999",0.36759,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2000","2000",0.41135,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2003","2003",0.3619,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2004","2004",0.37288,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2006","2006",0.42693,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2007","2007",0.35655,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2008","2008",0.38593,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2009","2009",0.51718,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2010","2010",0.4799,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2011","2011",0.46235,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2012","2012",0.54713,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2013","2013",0.54253,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2014","2014",0.55627,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2015","2015",0.43665,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2016","2016",0.44335,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2017","2017",0.42587,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2018","2018",0.37144,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2020","2020",0.33002,,
"EXPGDP_TOT","GERD as a percentage of GDP","CRI","Costa Rica","2021","2021",0.27531,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","1999","1999",0.83179,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2000","2000",1.0425,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2001","2001",0.91762,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2002","2002",0.94087,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2003","2003",0.94069,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2004","2004",1.02002,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2005","2005",0.84776,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2006","2006",0.73313,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2007","2007",0.78493,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2008","2008",0.87801,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2009","2009",0.83507,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2010","2010",0.73234,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2011","2011",0.73847,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2012","2012",0.73956,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2013","2013",0.79817,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2014","2014",0.77259,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2015","2015",0.82816,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2016","2016",0.84995,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2017","2017",0.84727,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2018","2018",0.95125,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2019","2019",1.07963,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2020","2020",1.24261,,
"EXPGDP_TOT","GERD as a percentage of GDP","HRV","Croatia","2021","2021",1.24485,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","1996","1996",0.34736,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","1997","1997",0.40172,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","1998","1998",0.50124,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","1999","1999",0.45832,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2000","2000",0.47865,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2001","2001",0.5653,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2002","2002",0.56445,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2003","2003",0.58243,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2004","2004",0.60231,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2005","2005",0.5492,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2006","2006",0.44139,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2007","2007",0.43615,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2008","2008",0.50061,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2009","2009",0.61485,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2010","2010",0.60767,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2011","2011",0.27192,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2012","2012",0.40716,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2013","2013",0.47467,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2014","2014",0.41596,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2015","2015",0.42854,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2016","2016",0.34223,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2017","2017",0.43066,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2018","2018",0.53691,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2019","2019",0.55308,,
"EXPGDP_TOT","GERD as a percentage of GDP","CUB","Cuba","2020","2020",0.51838,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","1998","1998",0.20331,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","1999","1999",0.21806,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2000","2000",0.2269,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2001","2001",0.23694,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2002","2002",0.27967,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2003","2003",0.31834,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2004","2004",0.33564,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2005","2005",0.36727,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2006","2006",0.38346,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2007","2007",0.40007,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2008","2008",0.38594,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2009","2009",0.44437,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2010","2010",0.44292,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2011","2011",0.45263,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2012","2012",0.43765,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2013","2013",0.48485,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2014","2014",0.51205,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2015","2015",0.47529,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2016","2016",0.5197,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2017","2017",0.54259,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2018","2018",0.61405,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2019","2019",0.7095,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2020","2020",0.84387,,
"EXPGDP_TOT","GERD as a percentage of GDP","CYP","Cyprus","2021","2021",0.83059,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","1996","1996",0.07406,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","1997","1997",0.06263,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","1998","1998",0.06517,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","2001","2001",0.0515,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","2002","2002",0.05534,,
"EXPGDP_TOT","GERD as a percentage of GDP","ECU","Ecuador","2003","2003",0.05735,,
